Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Postal Code,Market,Product ID,Category,Sub-Category,Brand,Product Name,Sales Channel,Store ID,Order Priority,Payment Mode,Quantity,Unit Price,Discount,COGS,Sales,Profit,Returned,Promo Applied
ORD-2019-005634,2021-08-02,2021-08-04,Same Day,CUST-6517,Priya Mondal,Home Office,India,Jaipur,Rajasthan,North,693529,APAC,BEV-ENE-2691,Beverages,Energy Drink,Monster,Monster Energy Drink,Offline,SM123,Medium,COD,3,56.16,0.0,104.73,168.48,63.75,0,0
ORD-2020-005635,2021-01-14,2021-01-17,Standard Class,CUST-7635,Isha Iyer,Corporate,India,Kolkata,West Bengal,East,329119,APAC,HOU-DET-2644,Household,Detergent,Tide,Tide Detergent,Online,SM121,Low,NetBanking,2,82.34,0.0,108.3,164.68,56.38,0,0
ORD-2021-005636,2024-09-26,2024-09-27,First Class,CUST-2040,Priya Patel,Consumer,India,Surat,Gujarat,West,257311,APAC,BAK-CAK-8829,Bakery,Cakes,Theobroma,Theobroma Cakes,Offline,SM108,High,Card,2,133.84,0.0,191.62,267.68,76.06,0,0
ORD-2022-005637,2021-09-27,2021-09-30,Standard Class,CUST-7936,Vikram Sharma,Consumer,India,Chennai,Tamil Nadu,South,354556,APAC,BEV-SOF-3406,Beverages,Soft Drink,Pepsi,Pepsi Soft Drink,Offline,SM124,Medium,Card,1,168.88,0.0,116.09,168.88,52.79,0,0
ORD-2023-005638,2021-05-27,2021-05-31,Second Class,CUST-2217,Sneha Das,Corporate,India,Delhi,Delhi,North,581036,APAC,BAK-BRE-6816,Bakery,Bread,Modern,Modern Bread,Online,SM102,Low,COD,2,297.93,0.0,460.08,595.86,135.78,0,0
ORD-2024-005639,2022-01-08,2022-01-11,Standard Class,CUST-7375,Amit Iyer,Home Office,India,Surat,Gujarat,West,604009,APAC,HOU-DET-1315,Household,Detergent,Ghadi,Ghadi Detergent,Online,SM115,High,UPI,2,417.36,0.0,507.98,834.72,326.74,0,0
ORD-2019-005640,2020-09-24,2020-09-30,Same Day,CUST-4757,Neha Mondal,Home Office,India,Surat,Gujarat,West,649140,APAC,DAI-MIL-0484,Dairy,Milk,Amul,Amul Milk,Offline,SM107,High,COD,3,81.93,0.0,197.04,245.79,48.75,0,0
ORD-2020-005641,2023-09-07,2023-09-08,Standard Class,CUST-1593,Karan Reddy,Home Office,India,Mumbai,Maharashtra,West,504048,APAC,HOU-DET-9686,Household,Detergent,Ghadi,Ghadi Detergent,Online,SM119,Low,NetBanking,2,420.21,0.0,514.76,840.42,325.66,0,0
ORD-2021-005642,2020-05-10,2020-05-13,Same Day,CUST-1149,Isha Sharma,Consumer,India,Mumbai,Maharashtra,West,227796,APAC,BEV-COF-1892,Beverages,Coffee,Nescafe,Nescafe Coffee,Online,SM119,Medium,NetBanking,3,138.44,0.0,245.25,415.32,170.07,0,1
ORD-2022-005643,2019-11-30,2019-12-05,Standard Class,CUST-6515,Sneha Mehta,Home Office,India,Pune,Maharashtra,West,201708,APAC,SNA-BIS-5366,Snacks,Biscuits,Sunfeast,Sunfeast Biscuits,Online,SM111,Low,UPI,1,182.72,0.0,107.23,182.72,75.49,0,0
ORD-2023-005644,2024-09-16,2024-09-18,Same Day,CUST-3632,Ananya Mondal,Corporate,India,Chennai,Tamil Nadu,South,375365,APAC,PRO-APP-7756,Produce,Apples,Shimla,Shimla Apples,Online,SM117,Medium,Wallet,2,74.99,0.0,94.64,149.98,55.34,0,0
ORD-2024-005645,2019-08-08,2019-08-09,Second Class,CUST-8949,Karan Iyer,Consumer,India,Delhi,Delhi,North,553146,APAC,HOU-SHA-9971,Household,Shampoo,Dove,Dove Shampoo,Online,SM124,Critical,COD,1,191.36,0.0,129.82,191.36,61.54,0,0
ORD-2019-005646,2023-09-11,2023-09-13,Same Day,CUST-2889,Ananya Iyer,Corporate,India,Ahmedabad,Gujarat,West,333711,APAC,SNA-CHI-8266,Snacks,Chips,Balaji,Balaji Chips,Online,SM126,Medium,Wallet,3,187.68,0.0,362.61,563.04,200.43,0,0
ORD-2020-005647,2022-07-04,2022-07-10,First Class,CUST-7610,Karan Mondal,Consumer,India,Surat,Gujarat,West,558578,APAC,PRO-POT-8759,Produce,Potatoes,Local,Local Potatoes,Online,SM116,Medium,COD,2,49.66,0.0,62.24,99.32,37.08,0,1
ORD-2021-005648,2024-09-10,2024-09-16,Standard Class,CUST-2850,Isha Iyer,Corporate,India,Jaipur,Rajasthan,North,130638,APAC,BAK-CRO-3126,Bakery,Croissants,Local Bakery,Local Bakery Croissants,Online,SM119,Medium,COD,5,123.43,0.0,416.45,617.15,200.7,0,0
ORD-2022-005649,2019-05-02,2019-05-03,First Class,CUST-3547,Rahul Mondal,Corporate,India,Pune,Maharashtra,West,230338,APAC,BAK-BRE-7484,Bakery,Bread,Harvest Gold,Harvest Gold Bread,Offline,SM111,Medium,Card,2,281.16,0.0,436.76,562.32,125.56,0,0
ORD-2023-005650,2020-08-14,2020-08-15,First Class,CUST-3169,Rohit Reddy,Corporate,India,Jaipur,Rajasthan,North,210254,APAC,HOU-CLE-9317,Household,Cleaner,Dettol,Dettol Cleaner,Online,SM117,Critical,UPI,4,333.69,0.0,962.36,1334.76,372.4,0,0
ORD-2024-005651,2019-12-27,2019-12-30,Second Class,CUST-6238,Rohit Das,Home Office,India,Delhi,Delhi,North,143635,APAC,HOU-SOA-6445,Household,Soap,Dove,Dove Soap,Offline,SM121,Medium,NetBanking,4,493.55,0.0,1150.52,1974.2,823.68,0,0
ORD-2019-005652,2023-06-24,2023-06-27,Second Class,CUST-9775,Ananya Khan,Consumer,India,Surat,Gujarat,West,321769,APAC,BEV-ENE-8326,Beverages,Energy Drink,Red Bull,Red Bull Energy Drink,Online,SM112,Medium,Card,3,56.77,0.0,131.13,170.31,39.18,0,0
ORD-2020-005653,2019-10-28,2019-10-31,Second Class,CUST-7223,Isha Mondal,Corporate,India,Kolkata,West Bengal,East,653678,APAC,DAI-MIL-6222,Dairy,Milk,Mother Dairy,Mother Dairy Milk,Online,SM123,Medium,Card,5,206.8,0.04,581.7,992.64,410.94,0,0
ORD-2021-005654,2020-07-13,2020-07-15,Same Day,CUST-6687,Priya Patel,Home Office,India,Chennai,Tamil Nadu,South,564568,APAC,PRO-POT-1025,Produce,Potatoes,Local,Local Potatoes,Offline,SM127,Low,UPI,4,111.55,0.0,262.08,446.2,184.12,0,1
ORD-2022-005655,2022-04-29,2022-05-01,Same Day,CUST-9346,Isha Singh,Corporate,India,Hyderabad,Telangana,South,616319,APAC,HOU-SOA-8303,Household,Soap,Lux,Lux Soap,Offline,SM107,Low,UPI,3,356.88,0.0,678.57,1070.64,392.07,0,0
ORD-2023-005656,2021-04-21,2021-04-24,First Class,CUST-4897,Amit Iyer,Home Office,India,Chennai,Tamil Nadu,South,492576,APAC,BAK-CRO-2858,Bakery,Croissants,Theobroma,Theobroma Croissants,Offline,SM103,High,Card,3,59.2,0.0,150.3,177.6,27.3,0,0
ORD-2024-005657,2019-12-26,2019-12-28,Same Day,CUST-6964,Priya Mondal,Consumer,India,Kolkata,West Bengal,East,647948,APAC,PRO-APP-3578,Produce,Apples,Fuji,Fuji Apples,Offline,SM109,Medium,Card,2,94.21,0.0,108.1,188.42,80.32,0,0
ORD-2019-005658,2022-05-25,2022-05-28,Second Class,CUST-1902,Rahul Das,Home Office,India,Hyderabad,Telangana,South,551412,APAC,BEV-COF-9126,Beverages,Coffee,Starbucks,Starbucks Coffee,Online,SM127,Low,UPI,4,75.05,0.0,190.6,300.2,109.6,0,0
ORD-2020-005659,2022-02-16,2022-02-19,Standard Class,CUST-3014,Priya Gupta,Corporate,India,Hyderabad,Telangana,South,356769,APAC,DAI-BUT-9845,Dairy,Butter,Britannia,Britannia Butter,Online,SM121,Medium,COD,4,103.14,0.0,331.64,412.56,80.92,0,1
ORD-2021-005660,2022-04-11,2022-04-13,Standard Class,CUST-8773,Karan Singh,Corporate,India,Ahmedabad,Gujarat,West,331127,APAC,SNA-POP-9112,Snacks,Popcorn,ConAgra,ConAgra Popcorn,Online,SM117,Medium,Card,6,199.75,0.0,667.98,1198.5,530.52,0,0
ORD-2022-005661,2019-10-16,2019-10-18,Same Day,CUST-5652,Sneha Singh,Consumer,India,Chennai,Tamil Nadu,South,678595,APAC,DAI-CRE-0348,Dairy,Cream,Millennium,Millennium Cream,Online,SM110,Critical,UPI,3,226.14,0.0,532.14,678.42,146.28,0,0
ORD-2023-005662,2021-09-05,2021-09-08,Standard Class,CUST-9199,Ananya Sharma,Consumer,India,Jaipur,Rajasthan,North,388954,APAC,DAI-CRE-1587,Dairy,Cream,Nestle,Nestle Cream,Offline,SM109,Medium,UPI,1,29.87,0.0,24.59,29.87,5.28,0,1
ORD-2024-005663,2024-03-12,2024-03-14,First Class,CUST-2774,Vikram Sharma,Corporate,India,Delhi,Delhi,North,543167,APAC,BAK-COO-0746,Bakery,Cookies,Britannia,Britannia Cookies,Online,SM116,Medium,Card,2,27.28,0.0,40.8,54.56,13.76,0,0
ORD-2019-005664,2023-12-09,2023-12-12,First Class,CUST-2863,Isha Gupta,Corporate,India,Pune,Maharashtra,West,288418,APAC,HOU-TOO-3913,Household,Toothpaste,Oral-B,Oral-B Toothpaste,Online,SM123,High,COD,4,444.73,0.0,1063.6,1778.92,715.32,0,1
ORD-2020-005665,2022-03-13,2022-03-20,Second Class,CUST-6663,Priya Mehta,Consumer,India,Jaipur,Rajasthan,North,582228,APAC,BAK-MUF-5891,Bakery,Muffins,Modern,Modern Muffins,Online,SM116,Medium,NetBanking,1,193.35,0.0,127.74,193.35,65.61,0,0
ORD-2021-005666,2022-04-26,2022-04-28,Standard Class,CUST-1720,Sneha Mondal,Corporate,India,Jaipur,Rajasthan,North,471753,APAC,DAI-CRE-7411,Dairy,Cream,Millennium,Millennium Cream,Online,SM122,High,Card,3,37.35,0.0,87.03,112.05,25.02,0,0
ORD-2022-005667,2024-01-14,2024-01-21,Same Day,CUST-7431,Isha Gupta,Corporate,India,Mumbai,Maharashtra,West,155281,APAC,PRO-POT-5107,Produce,Potatoes,New Crop,New Crop Potatoes,Offline,SM115,Low,Card,4,42.47,0.0,139.6,169.88,30.28,0,0
ORD-2023-005668,2020-05-06,2020-05-12,First Class,CUST-3132,Karan Sharma,Home Office,India,Mumbai,Maharashtra,West,262074,APAC,BEV-COF-8048,Beverages,Coffee,Bru,Bru Coffee,Online,SM119,Medium,Card,1,104.38,0.06,62.46,98.12,35.66,0,1
ORD-2024-005669,2022-08-08,2022-08-10,Same Day,CUST-9084,Priya Das,Home Office,India,Delhi,Delhi,North,192023,APAC,BAK-BUN-9144,Bakery,Buns,Local Bakery,Local Bakery Buns,Offline,SM110,Medium,Card,4,224.34,0.14,636.48,771.73,135.25,0,0
ORD-2019-005670,2019-07-23,2019-07-24,First Class,CUST-2154,Priya Mehta,Home Office,India,Jaipur,Rajasthan,North,394466,APAC,BAK-CRO-1647,Bakery,Croissants,Theobroma,Theobroma Croissants,Offline,SM120,Low,NetBanking,1,87.99,0.0,61.42,87.99,26.57,1,0
ORD-2020-005671,2021-09-04,2021-09-08,First Class,CUST-8775,Neha Reddy,Corporate,India,Bengaluru,Karnataka,South,485579,APAC,PRO-POT-1137,Produce,Potatoes,Kufri,Kufri Potatoes,Online,SM119,High,COD,3,24.02,0.0,58.77,72.06,13.29,0,0
ORD-2021-005672,2020-04-10,2020-04-13,Same Day,CUST-7882,Karan Sharma,Corporate,India,Pune,Maharashtra,West,164479,APAC,BAK-BRE-7808,Bakery,Bread,Local Bakery,Local Bakery Bread,Online,SM120,Medium,COD,3,50.58,0.28,90.69,109.25,18.56,0,0
ORD-2022-005673,2022-01-29,2022-01-31,Second Class,CUST-9425,Neha Reddy,Home Office,India,Bengaluru,Karnataka,South,619442,APAC,HOU-SHA-2527,Household,Shampoo,Pantene,Pantene Shampoo,Offline,SM127,High,COD,2,140.36,0.0,168.7,280.72,112.02,0,0
ORD-2023-005674,2019-12-30,2020-01-01,Same Day,CUST-6576,Amit Reddy,Home Office,India,Ahmedabad,Gujarat,West,414834,APAC,BAK-BRE-8936,Bakery,Bread,Harvest Gold,Harvest Gold Bread,Online,SM112,Medium,Card,5,92.42,0.07,303.6,429.75,126.15,0,0
ORD-2024-005675,2022-08-21,2022-08-27,Same Day,CUST-6389,Isha Singh,Corporate,India,Surat,Gujarat,West,144298,APAC,BAK-MUF-1368,Bakery,Muffins,ITC,ITC Muffins,Offline,SM114,Medium,COD,3,238.24,0.0,471.33,714.72,243.39,0,0
ORD-2019-005676,2023-06-05,2023-06-07,First Class,CUST-4597,Amit Singh,Corporate,India,Delhi,Delhi,North,519498,APAC,PRO-TOM-7891,Produce,Tomatoes,Local,Local Tomatoes,Offline,SM109,Medium,Card,1,97.13,0.19,72.19,78.68,6.49,0,0
ORD-2020-005677,2022-06-10,2022-06-14,First Class,CUST-4781,Priya Singh,Consumer,India,Hyderabad,Telangana,South,403294,APAC,BAK-CAK-0715,Bakery,Cakes,Britannia,Britannia Cakes,Offline,SM110,Medium,Card,5,246.6,0.0,977.1,1233.0,255.9,1,0
ORD-2021-005678,2023-04-24,2023-04-29,Standard Class,CUST-2919,Karan Singh,Home Office,India,Chennai,Tamil Nadu,South,658915,APAC,BAK-BUN-2377,Bakery,Buns,Harvest Gold,Harvest Gold Buns,Online,SM128,Medium,COD,3,73.18,0.0,122.97,219.54,96.57,0,0
ORD-2022-005679,2023-05-13,2023-05-19,Second Class,CUST-8540,Vikram Singh,Corporate,India,Mumbai,Maharashtra,West,581415,APAC,PRO-POT-1833,Produce,Potatoes,Chipsona,Chipsona Potatoes,Online,SM109,Medium,UPI,3,60.9,0.0,149.13,182.7,33.57,1,0
ORD-2023-005680,2020-05-15,2020-05-17,Standard Class,CUST-2137,Karan Mondal,Consumer,India,Pune,Maharashtra,West,300661,APAC,PRO-APP-2245,Produce,Apples,Washington,Washington Apples,Online,SM124,High,UPI,2,48.88,0.0,82.28,97.76,15.48,0,1
ORD-2024-005681,2022-02-27,2022-02-28,First Class,CUST-7678,Sneha Mehta,Consumer,India,Surat,Gujarat,West,682545,APAC,DAI-MIL-4415,Dairy,Milk,Amul,Amul Milk,Offline,SM108,Critical,NetBanking,4,186.74,0.1,536.12,672.26,136.14,0,0
ORD-2019-005682,2023-12-15,2023-12-19,Same Day,CUST-6559,Vikram Patel,Corporate,India,Surat,Gujarat,West,374673,APAC,PRO-POT-1430,Produce,Potatoes,Local,Local Potatoes,Offline,SM114,Medium,Wallet,2,103.12,0.0,158.32,206.24,47.92,0,0
ORD-2020-005683,2021-11-12,2021-11-13,Second Class,CUST-6840,Rohit Reddy,Corporate,India,Kolkata,West Bengal,East,602656,APAC,BEV-TEA-3483,Beverages,Tea,Tetley,Tetley Tea,Online,SM127,High,Card,4,136.35,0.0,302.52,545.4,242.88,0,1
ORD-2021-005684,2020-04-06,2020-04-10,Same Day,CUST-8418,Sneha Reddy,Consumer,India,Pune,Maharashtra,West,569609,APAC,BAK-COO-6042,Bakery,Cookies,Britannia,Britannia Cookies,Offline,SM113,Low,Card,2,74.9,0.0,109.82,149.8,39.98,0,1
ORD-2022-005685,2023-03-08,2023-03-10,Standard Class,CUST-8815,Sneha Sharma,Corporate,India,Hyderabad,Telangana,South,579512,APAC,BAK-COO-4793,Bakery,Cookies,Britannia,Britannia Cookies,Offline,SM101,High,COD,5,78.04,0.0,232.35,390.2,157.85,0,0
ORD-2023-005686,2022-03-23,2022-03-28,Same Day,CUST-4823,Sneha Das,Home Office,India,Bengaluru,Karnataka,South,185883,APAC,PRO-ONI-9199,Produce,Onions,Red,Red Onions,Online,SM112,Low,UPI,5,89.89,0.0,301.15,449.45,148.3,0,0
ORD-2024-005687,2019-07-31,2019-08-03,Standard Class,CUST-7329,Vikram Iyer,Corporate,India,Bengaluru,Karnataka,South,260955,APAC,SNA-NOO-8952,Snacks,Noodles,Knorr,Knorr Noodles,Offline,SM123,Medium,UPI,3,134.94,0.0,317.85,404.82,86.97,0,0
ORD-2019-005688,2019-10-16,2019-10-23,Second Class,CUST-4705,Isha Gupta,Home Office,India,Delhi,Delhi,North,670215,APAC,SNA-NOO-7301,Snacks,Noodles,Yippee,Yippee Noodles,Online,SM105,Low,Card,4,93.68,0.0,207.96,374.72,166.76,0,0
ORD-2020-005689,2024-04-16,2024-04-19,Same Day,CUST-8597,Neha Sharma,Corporate,India,Ahmedabad,Gujarat,West,233017,APAC,HOU-SHA-0681,Household,Shampoo,Head & Shoulders,Head & Shoulders Shampoo,Offline,SM125,Medium,COD,6,438.79,0.0,1945.56,2632.74,687.18,0,0
ORD-2021-005690,2019-06-01,2019-06-02,Same Day,CUST-4334,Isha Mondal,Home Office,India,Chennai,Tamil Nadu,South,568722,APAC,PRO-BAN-8143,Produce,Bananas,Cavendish,Cavendish Bananas,Online,SM103,Medium,UPI,2,43.63,0.14,53.14,75.04,21.9,0,0
ORD-2022-005691,2024-04-12,2024-04-17,First Class,CUST-4120,Priya Singh,Consumer,India,Delhi,Delhi,North,665001,APAC,HOU-CLE-6063,Household,Cleaner,Dettol,Dettol Cleaner,Online,SM108,Medium,COD,1,340.35,0.0,273.36,340.35,66.99,0,1
ORD-2023-005692,2022-01-12,2022-01-13,Same Day,CUST-8635,Neha Sharma,Corporate,India,Pune,Maharashtra,West,283379,APAC,BAK-COO-5868,Bakery,Cookies,Sunfeast,Sunfeast Cookies,Online,SM122,Low,NetBanking,2,123.09,0.0,139.54,246.18,106.64,0,0
ORD-2024-005693,2019-12-16,2019-12-20,First Class,CUST-6482,Amit Mondal,Home Office,India,Kolkata,West Bengal,East,289388,APAC,BEV-TEA-1203,Beverages,Tea,Tata,Tata Tea,Offline,SM100,Medium,NetBanking,3,173.75,0.0,294.75,521.25,226.5,0,1
ORD-2019-005694,2024-01-30,2024-02-03,Same Day,CUST-9091,Isha Mehta,Consumer,India,Surat,Gujarat,West,154901,APAC,SNA-NAM-0658,Snacks,Namkeen,Haldiram,Haldiram Namkeen,Online,SM100,Medium,NetBanking,2,92.31,0.06,112.12,173.54,61.42,0,0
ORD-2020-005695,2020-06-17,2020-06-22,First Class,CUST-4443,Amit Iyer,Consumer,India,Kolkata,West Bengal,East,335341,APAC,DAI-CRE-0997,Dairy,Cream,Nestle,Nestle Cream,Online,SM114,Medium,Card,1,179.49,0.0,142.72,179.49,36.77,0,0
ORD-2021-005696,2019-12-05,2019-12-09,Second Class,CUST-8671,Ananya Patel,Corporate,India,Delhi,Delhi,North,170196,APAC,DAI-CRE-7751,Dairy,Cream,Amul,Amul Cream,Online,SM121,Low,COD,4,199.35,0.0,571.84,797.4,225.56,0,0
ORD-2022-005697,2022-03-10,2022-03-15,Second Class,CUST-9942,Sneha Sharma,Corporate,India,Delhi,Delhi,North,642389,APAC,PRO-APP-1333,Produce,Apples,Shimla,Shimla Apples,Offline,SM122,Medium,UPI,3,105.44,0.18,256.32,259.38,3.06,0,0
ORD-2023-005698,2024-02-23,2024-02-25,First Class,CUST-2727,Ananya Das,Corporate,India,Hyderabad,Telangana,South,287434,APAC,PRO-BAN-0176,Produce,Bananas,Robusta,Robusta Bananas,Online,SM127,Low,Card,6,98.46,0.0,436.5,590.76,154.26,0,0
ORD-2024-005699,2021-06-04,2021-06-08,Same Day,CUST-7984,Rahul Mehta,Consumer,India,Chennai,Tamil Nadu,South,128816,APAC,DAI-CHE-0658,Dairy,Cheese,Go,Go Cheese,Offline,SM128,Medium,Card,4,88.16,0.21,213.04,278.59,65.55,0,0
ORD-2019-005700,2020-08-03,2020-08-05,Standard Class,CUST-9159,Ananya Patel,Corporate,India,Surat,Gujarat,West,128596,APAC,PRO-LEA-0161,Produce,Leafy Greens,Coriander,Coriander Leafy Greens,Offline,SM104,Medium,Card,2,18.68,0.0,31.46,37.36,5.9,0,0
ORD-2020-005701,2019-08-02,2019-08-04,Same Day,CUST-5605,Isha Sharma,Home Office,India,Ahmedabad,Gujarat,West,241597,APAC,HOU-TOO-1976,Household,Toothpaste,Colgate,Colgate Toothpaste,Offline,SM115,Medium,Card,2,38.84,0.0,55.44,77.68,22.24,0,0
ORD-2021-005702,2021-08-22,2021-08-25,Same Day,CUST-4527,Amit Gupta,Corporate,India,Jaipur,Rajasthan,North,282348,APAC,DAI-CRE-7739,Dairy,Cream,Millennium,Millennium Cream,Online,SM110,Medium,Card,3,128.02,0.02,307.83,376.38,68.55,0,0
ORD-2022-005703,2020-04-23,2020-04-27,First Class,CUST-4668,Sneha Mehta,Consumer,India,Ahmedabad,Gujarat,West,507725,APAC,BAK-BUN-3251,Bakery,Buns,Britannia,Britannia Buns,Offline,SM103,Medium,Card,4,157.38,0.05,349.44,598.04,248.6,0,0
ORD-2023-005704,2020-01-11,2020-01-13,Standard Class,CUST-5420,Karan Iyer,Home Office,India,Bengaluru,Karnataka,South,368613,APAC,DAI-YOG-2218,Dairy,Yogurt,Nestle,Nestle Yogurt,Offline,SM128,Critical,Card,3,238.56,0.0,529.08,715.68,186.6,0,1
ORD-2024-005705,2023-09-07,2023-09-09,Same Day,CUST-7340,Isha Iyer,Consumer,India,Hyderabad,Telangana,South,316570,APAC,SNA-NAM-9845,Snacks,Namkeen,Haldiram,Haldiram Namkeen,Offline,SM112,Medium,UPI,1,17.4,0.22,11.67,13.57,1.9,0,0
ORD-2019-005706,2019-04-22,2019-04-25,Standard Class,CUST-9755,Karan Gupta,Home Office,India,Chennai,Tamil Nadu,South,221662,APAC,PRO-POT-7510,Produce,Potatoes,New Crop,New Crop Potatoes,Offline,SM108,Medium,Card,2,98.16,0.0,112.68,196.32,83.64,0,1
ORD-2020-005707,2022-02-20,2022-02-24,Second Class,CUST-1318,Isha Mehta,Home Office,India,Ahmedabad,Gujarat,West,638030,APAC,HOU-TOO-9190,Household,Toothpaste,Sensodyne,Sensodyne Toothpaste,Online,SM111,Medium,Card,5,306.57,0.0,1002.5,1532.85,530.35,0,0
ORD-2021-005708,2020-09-10,2020-09-14,Second Class,CUST-8006,Karan Sharma,Corporate,India,Delhi,Delhi,North,668496,APAC,DAI-YOG-6285,Dairy,Yogurt,Epigamia,Epigamia Yogurt,Online,SM101,Medium,COD,3,162.91,0.0,409.89,488.73,78.84,0,1
ORD-2022-005709,2021-06-14,2021-06-15,First Class,CUST-7202,Amit Mondal,Home Office,India,Kolkata,West Bengal,East,549817,APAC,SNA-BIS-9198,Snacks,Biscuits,Britannia,Britannia Biscuits,Offline,SM111,Medium,Card,4,64.22,0.0,174.16,256.88,82.72,0,0
ORD-2023-005710,2019-01-05,2019-01-07,Same Day,CUST-4600,Priya Das,Home Office,India,Ahmedabad,Gujarat,West,685382,APAC,BEV-ENE-6391,Beverages,Energy Drink,Power Horse,Power Horse Energy Drink,Online,SM123,Medium,Card,5,67.12,0.13,242.9,291.97,49.07,0,0
ORD-2024-005711,2023-12-30,2024-01-01,First Class,CUST-7493,Neha Patel,Corporate,India,Ahmedabad,Gujarat,West,440512,APAC,PRO-LEA-2533,Produce,Leafy Greens,Spinach,Spinach Leafy Greens,Offline,SM101,Medium,NetBanking,3,49.65,0.04,117.93,142.99,25.06,0,0
ORD-2019-005712,2023-07-31,2023-08-02,Second Class,CUST-8084,Sneha Reddy,Home Office,India,Mumbai,Maharashtra,West,517780,APAC,BEV-JUI-6188,Beverages,Juice,Tropicana,Tropicana Juice,Online,SM119,Low,UPI,3,149.69,0.0,352.47,449.07,96.6,0,0
ORD-2020-005713,2024-05-10,2024-05-13,Standard Class,CUST-9549,Priya Reddy,Consumer,India,Pune,Maharashtra,West,166849,APAC,SNA-POP-6060,Snacks,Popcorn,Jiffy Pop,Jiffy Pop Popcorn,Offline,SM111,Medium,Card,4,59.28,0.0,179.88,237.12,57.24,0,0
ORD-2021-005714,2019-10-25,2019-10-26,Standard Class,CUST-4938,Isha Reddy,Consumer,India,Ahmedabad,Gujarat,West,564911,APAC,BEV-TEA-6888,Beverages,Tea,Twinings,Twinings Tea,Online,SM121,Medium,Wallet,2,50.74,0.0,77.52,101.48,23.96,0,0
ORD-2022-005715,2023-11-07,2023-11-10,Second Class,CUST-6802,Rohit Mehta,Corporate,India,Bengaluru,Karnataka,South,609234,APAC,HOU-DET-7307,Household,Detergent,Ariel,Ariel Detergent,Online,SM125,Medium,UPI,5,342.24,0.13,1115.6,1488.74,373.14,0,0
ORD-2023-005716,2024-05-08,2024-05-11,Standard Class,CUST-7476,Ananya Das,Consumer,India,Bengaluru,Karnataka,South,181884,APAC,BAK-CRO-0374,Bakery,Croissants,ITC,ITC Croissants,Offline,SM120,Medium,Card,2,172.11,0.04,247.98,330.45,82.47,0,1
ORD-2024-005717,2022-09-03,2022-09-07,Second Class,CUST-1730,Amit Mehta,Corporate,India,Surat,Gujarat,West,522469,APAC,BAK-BUN-7720,Bakery,Buns,Britannia,Britannia Buns,Online,SM108,Medium,Card,6,75.76,0.0,285.66,454.56,168.9,0,0
ORD-2019-005718,2019-07-16,2019-07-17,Standard Class,CUST-4361,Rahul Patel,Corporate,India,Ahmedabad,Gujarat,West,484953,APAC,PRO-ONI-2174,Produce,Onions,White,White Onions,Online,SM103,High,UPI,1,58.45,0.12,39.59,51.44,11.85,1,1
ORD-2020-005719,2021-11-17,2021-11-20,Second Class,CUST-4925,Ananya Sharma,Consumer,India,Pune,Maharashtra,West,617597,APAC,SNA-BIS-7914,Snacks,Biscuits,Parle,Parle Biscuits,Online,SM124,Low,UPI,4,76.05,0.0,238.08,304.2,66.12,0,0
ORD-2021-005720,2024-07-14,2024-07-18,Same Day,CUST-5206,Isha Reddy,Home Office,India,Pune,Maharashtra,West,340191,APAC,BAK-BRE-9690,Bakery,Bread,Britannia,Britannia Bread,Online,SM118,Critical,Card,3,132.52,0.0,276.36,397.56,121.2,0,0
ORD-2022-005721,2020-02-22,2020-02-23,Same Day,CUST-6703,Amit Das,Corporate,India,Surat,Gujarat,West,350363,APAC,DAI-CRE-6235,Dairy,Cream,Amul,Amul Cream,Online,SM111,High,NetBanking,4,128.07,0.03,394.16,496.91,102.75,1,1
ORD-2023-005722,2020-03-15,2020-03-16,Same Day,CUST-3480,Sneha Sharma,Consumer,India,Jaipur,Rajasthan,North,302352,APAC,BEV-SOF-1461,Beverages,Soft Drink,Fanta,Fanta Soft Drink,Online,SM120,High,Card,6,89.05,0.0,383.76,534.3,150.54,0,0
ORD-2024-005723,2021-06-08,2021-06-10,Same Day,CUST-3406,Neha Gupta,Consumer,India,Bengaluru,Karnataka,South,462684,APAC,HOU-SOA-2104,Household,Soap,Lux,Lux Soap,Offline,SM106,Medium,UPI,2,177.17,0.0,229.62,354.34,124.72,0,0
ORD-2019-005724,2024-07-21,2024-07-26,Second Class,CUST-1613,Priya Patel,Corporate,India,Bengaluru,Karnataka,South,622321,APAC,DAI-CRE-9327,Dairy,Cream,Nestle,Nestle Cream,Online,SM128,Medium,Card,7,169.24,0.0,811.02,1184.68,373.66,0,0
ORD-2020-005725,2023-12-25,2023-12-26,Second Class,CUST-5748,Rohit Iyer,Home Office,India,Kolkata,West Bengal,East,564038,APAC,BAK-CAK-1275,Bakery,Cakes,Local Bakery,Local Bakery Cakes,Online,SM127,High,Card,4,213.31,0.12,579.8,750.85,171.05,0,0
ORD-2021-005726,2020-11-30,2020-12-03,Standard Class,CUST-4540,Rohit Reddy,Corporate,India,Mumbai,Maharashtra,West,275905,APAC,SNA-CHO-1684,Snacks,Chocolate,Cadbury,Cadbury Chocolate,Online,SM106,Medium,Wallet,2,198.17,0.0,240.38,396.34,155.96,0,0
